time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-07-13T19:14:54.040Z,38.138,-118.0428,3.1,1.4,ml,10,150.89,0.027,0.04,nn,nn00759813,2020-07-13T19:18:55.099Z,"California-Nevada border region",earthquake,,2.1,,,automatic,nn,nn
2020-07-13T19:16:25.990Z,39.6922,-119.7362,6.3,1,ml,8,85.01,0.125,0.1,nn,nn00759815,2020-07-13T19:22:43.199Z,"5 km NNW of Spanish Springs, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-07-13T19:18:05.104Z,38.1875,-117.7789,3.8,2.1,ml,25,68.57,0.048,0.1444,nn,nn00759816,2020-07-14T02:21:32.856Z,"36 km SE of Mina, Nevada",earthquake,,1.1,0.55,11,reviewed,nn,nn
2020-07-13T19:20:24.930Z,33.5911667,-116.8076667,6.47,1.18,ml,42,60,0.03645,0.19,ci,ci39291903,2020-07-14T15:30:32.570Z,"13km WNW of Anza, CA",earthquake,0.25,0.57,0.146,27,reviewed,ci,ci
2020-07-13T19:23:05.790Z,37.6513333,-118.9476667,2.64,0.69,md,10,123,0.01596,0.04,nc,nc73425786,2020-07-13T21:35:02.974Z,"3km ENE of Mammoth Lakes, CA",earthquake,0.3,0.41,0.124,7,reviewed,nc,nc
2020-07-13T19:25:22.370Z,35.713,-117.5455,8.01,0.79,ml,18,135,0.1109,0.13,ci,ci39291927,2020-07-14T20:27:33.921Z,"14km WSW of Searles Valley, CA",earthquake,0.24,0.83,0.138,9,reviewed,ci,ci
2020-07-13T19:25:39.479Z,35.66633333,-97.38983333,7.32,0.88,ml,28,71,0.1223759857,0.09,ok,ok2020nryb,2020-07-14T16:37:28.923Z,"5 km W of Arcadia, Oklahoma",earthquake,,0.3,0.2,3,reviewed,ok,ok
2020-07-13T19:27:15.420Z,36.4588333,-117.9685,8.39,0.77,ml,7,156,0.092,0.12,ci,ci39291935,2020-07-14T23:58:43.531Z,"17km SSE of Lone Pine, CA",earthquake,0.33,0.93,0.13,2,reviewed,ci,ci
2020-07-13T19:27:22.390Z,37.6545,-118.9503333,2.04,0.21,md,6,179,0.03806,0.1,nc,nc73425791,2020-07-13T20:07:03.426Z,"3km NE of Mammoth Lakes, CA",earthquake,1.66,2.34,0.171,5,reviewed,nc,nc
2020-07-13T19:28:12.940Z,33.4948333,-116.7823333,3.91,0.42,ml,19,93,0.02308,0.07,ci,ci39291919,2020-07-15T00:15:41.942Z,"10km NE of Aguanga, CA",earthquake,0.18,0.29,0.087,10,reviewed,ci,ci
2020-07-13T19:32:02.740Z,17.949,-66.9123,13,2.43,md,13,212,0.0422,0.18,pr,pr2020195027,2020-07-26T21:45:04.723Z,"Puerto Rico region",earthquake,0.85,0.36,0.08,5,reviewed,pr,pr
2020-07-13T19:38:35.587Z,21.7005,143.0757,294.98,4.8,mb,,29,5.432,1.04,us,us7000amw8,2020-07-21T16:51:06.040Z,"Mariana Islands region",earthquake,9.2,4.9,0.03,354,reviewed,us,us
2020-07-13T19:39:52.140Z,46.1961666666667,-122.192666666667,1.84,0.56,ml,9,107,0.003827,0.04,uw,uw61648002,2020-07-15T17:27:24.270Z,"37 km NNE of Amboy, Washington",earthquake,0.44,0.74,0.161837132983203,5,reviewed,uw,uw
2020-07-13T19:40:19.110Z,44.4333333,-115.2125,9.94,2.04,ml,9,83,0.862,0.36,mb,mb80450049,2020-07-13T19:51:33.710Z,"southern Idaho",earthquake,1.35,2.14,0.173,6,reviewed,mb,mb
2020-07-13T19:41:39.710Z,37.6538333,-118.9481667,2.66,0.71,md,10,102,0.01389,0.08,nc,nc73425796,2020-07-13T21:52:02.282Z,"3km NE of Mammoth Lakes, CA",earthquake,0.28,0.45,0.076,6,reviewed,nc,nc
2020-07-13T19:46:55.580Z,35.9283333,-117.7071667,4.31,0.35,ml,12,61,0.05005,0.12,ci,ci39291943,2020-07-14T20:31:21.931Z,"18km E of Little Lake, CA",earthquake,0.23,0.47,0.041,3,reviewed,ci,ci
2020-07-13T19:57:25.210Z,32.8255,-115.9655,8.22,0.85,ml,9,79,0.06123,0.12,ci,ci39291967,2020-07-14T20:35:08.711Z,"10km NNE of Ocotillo, CA",earthquake,0.3,1,0.456,6,reviewed,ci,ci
2020-07-13T19:59:20.540Z,37.6445,-118.9528333,2.35,0.56,md,6,161,0.02788,0.06,nc,nc73425806,2020-07-13T21:17:03.862Z,"2km ENE of Mammoth Lakes, CA",earthquake,1.7,1.68,0.296,5,reviewed,nc,nc
2020-07-13T20:03:52.190Z,36.6035,-121.205,2.76,2.11,md,33,98,0.03544,0.08,nc,nc73425816,2020-07-14T20:02:02.409Z,"10km NW of Pinnacles, CA",earthquake,0.22,0.64,0.189,28,reviewed,nc,nc
2020-07-13T20:07:53.380Z,37.5182,-117.4443,7.3,1.8,ml,18,125.08,0.264,0.13,nn,nn00759822,2020-07-13T20:11:57.298Z,"28 km SW of Goldfield, Nevada",earthquake,,12.6,,,automatic,nn,nn
2020-07-13T20:10:12.590Z,38.183,-117.9205,13,0.9,ml,12,121.99,0.019,0.09,nn,nn00759825,2020-07-13T20:19:34.627Z,"28 km SE of Mina, Nevada",earthquake,,7.7,,,automatic,nn,nn
2020-07-13T20:11:02.440Z,39.2945,-123.344,4.31,1.28,md,11,109,0.09468,0.08,nc,nc73425821,2020-07-14T17:26:06.413Z,"12km WNW of Redwood Valley, CA",earthquake,0.3,2,0.117,10,reviewed,nc,nc
2020-07-13T20:11:32.570Z,38.1598,-117.9355,15.3,1.2,ml,15,81.3,0.016,0.15,nn,nn00759826,2020-07-13T20:19:43.647Z,"29 km SSE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-07-13T20:17:20.920Z,37.5288,-117.4342,7.5,0.7,ml,9,147.79,0.268,0.05,nn,nn00759828,2020-07-13T20:26:16.167Z,"26 km SW of Goldfield, Nevada",earthquake,,8,,,automatic,nn,nn
2020-07-13T20:25:40.260Z,38.8195,-122.8125,3,0.5,md,12,114,0.004326,0.02,nc,nc73425826,2020-07-13T20:33:04.592Z,"7km NW of The Geysers, CA",earthquake,0.42,0.98,0.2,2,automatic,nc,nc
2020-07-13T20:29:02.930Z,35.6615,-117.4371667,9.95,1,ml,8,158,0.1486,0.15,ci,ci39291999,2020-07-14T15:29:33.597Z,"12km SSW of Searles Valley, CA",earthquake,1.27,1.5,0.183,11,reviewed,ci,ci
2020-07-13T20:32:33.170Z,37.3863333,-122.268,10.34,1.97,md,49,78,0.0291,0.07,nc,nc73425831,2020-07-14T06:29:02.642Z,"3km W of Portola Valley, CA",earthquake,0.14,0.22,0.156,42,reviewed,nc,nc
2020-07-13T20:53:59.659Z,36.35683333,-97.35633333,7.33,1.78,ml,82,35,0.1376729839,0.26,ok,ok2020nsaz,2020-07-13T21:39:24.365Z,"9 km NW of Perry, Oklahoma",earthquake,,0.6,0.18,5,reviewed,ok,ok
2020-07-13T21:08:38.850Z,38.1535,-118.0133,4.3,0.5,ml,9,123.48,0.031,0.02,nn,nn00759834,2020-07-13T21:13:34.466Z,"27 km SSE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-07-13T21:13:11.240Z,38.5226667,-122.615,8.82,1.28,md,37,114,0.1385,0.08,nc,nc73425836,2020-07-14T06:04:04.349Z,"7km SSW of Calistoga, CA",earthquake,0.31,1.2,0.178,17,reviewed,nc,nc
2020-07-13T21:23:04.910Z,37.5007,-117.4505,16.6,1.4,ml,16,123.16,0.259,0.07,nn,nn00759837,2020-07-13T22:10:37.637Z,"29 km SW of Goldfield, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-07-13T21:36:36.149Z,34.0864,-106.4342,5,2.8,ml,,91,0.282,0.52,us,us7000amzu,2020-07-21T03:01:02.040Z,"42 km E of Socorro, New Mexico",earthquake,2.2,2,0.077,22,reviewed,us,us
2020-07-13T22:07:51.220Z,47.7618333,-114.2158333,2.23,0.49,ml,6,129,0.047,0.04,mb,mb80450234,2020-07-14T15:51:55.060Z,"4 km NW of Rocky Point, Montana",earthquake,0.25,0.46,,0,reviewed,mb,mb
2020-07-13T22:13:51.747Z,44.293,-115.1467,13.92,2.6,ml,,81,0.902,0.59,us,us7000an1j,2020-07-14T06:16:20.274Z,"18 km WNW of Stanley, Idaho",earthquake,2.3,10.2,0.062,34,reviewed,us,us
2020-07-13T22:14:48.736Z,-17.2716,167.8762,10,5.1,mww,,117,1.925,0.85,us,us7000an1a,2020-07-21T03:27:10.040Z,"Vanuatu",earthquake,6.6,1.8,0.083,14,reviewed,us,us
2020-07-13T22:23:28.390Z,17.8865,-65.589,5,3.42,md,19,318,0.3645,0.54,pr,pr2020195005,2020-07-21T03:28:57.040Z,"26 km SSW of Esperanza, Puerto Rico",earthquake,2.85,31.61,0.09,16,reviewed,pr,pr
2020-07-13T22:29:42.170Z,35.601,-117.4635,13.72,1.18,ml,19,109,0.1108,0.15,ci,ci39292087,2020-07-15T00:27:56.950Z,"19km SSW of Searles Valley, CA",earthquake,0.3,0.96,0.198,11,reviewed,ci,ci
2020-07-13T22:30:05.900Z,38.8213333,-122.8116667,3.34,1.23,md,42,40,0.002405,0.03,nc,nc73425861,2020-07-14T20:02:03.408Z,"7km NW of The Geysers, CA",earthquake,0.17,0.27,0.187,12,reviewed,nc,nc
2020-07-13T22:41:11.810Z,38.8246651,-122.8123322,1.77,0.34,md,7,84,0.002173,0.02,nc,nc73425866,2020-07-13T22:48:02.620Z,"7km NW of The Geysers, CA",earthquake,0.42,1.32,,1,automatic,nc,nc
2020-07-13T22:42:36.210Z,33.4865,-116.4756667,11.46,0.57,ml,19,65,0.08456,0.15,ci,ci39292103,2020-07-14T15:28:31.358Z,"20km ESE of Anza, CA",earthquake,0.29,0.61,0.183,14,reviewed,ci,ci
2020-07-13T22:55:39.599Z,-26.0501,178.5777,566.25,4.2,mb,,77,4.441,0.84,us,us7000arpr,2020-07-21T03:37:12.040Z,"south of the Fiji Islands",earthquake,13.9,12,0.167,10,reviewed,us,us
2020-07-13T23:00:22.672Z,42.3672,144.2594,15.39,4.2,mb,,134,0.891,0.66,us,us7000arps,2020-07-24T03:50:58.040Z,"Hokkaido, Japan region",earthquake,6.3,4.2,0.064,68,reviewed,us,us
2020-07-13T23:06:01.030Z,38.1637,-117.8853,6.4,1.4,ml,11,75.01,0.015,0.02,nn,nn00759844,2020-07-13T23:34:37.033Z,"31 km SE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-07-13T23:10:40.713Z,-17.0546,167.4986,10,4.9,mb,,167,1.623,1.09,us,us7000an2k,2020-07-24T04:15:47.040Z,"106 km S of Lakatoro, Vanuatu",earthquake,7.3,1.9,0.144,16,reviewed,us,us
2020-07-13T23:18:09.580Z,17.9418,-66.9488,13,2.73,md,19,210,0.0772,0.22,pr,pr2020195007,2020-07-20T02:51:25.040Z,"5 km SW of Guánica, Puerto Rico",earthquake,0.76,0.34,0.2,15,reviewed,pr,pr
2020-07-13T23:31:46.650Z,17.9601,-66.9416,9,2.54,md,22,187,0.0642,0.17,pr,pr2020195006,2020-07-20T02:58:46.040Z,"Puerto Rico region",earthquake,0.37,0.48,0.47,15,reviewed,pr,pr
2020-07-13T23:33:36.207Z,38.1554,-118.0325,1.7,3.4,ml,29,42.97,0.016,0.1596,nn,nn00759846,2020-07-20T02:56:08.040Z,"26 km SSE of Mina, Nevada",earthquake,,0.5,0.63,12,reviewed,nn,nn
2020-07-13T23:41:37.107Z,1.7778,-90.8193,10,4.5,mb,,79,10.271,0.64,us,us7000an3l,2020-07-24T04:12:52.040Z,"284 km NNW of Puerto Ayora, Ecuador",earthquake,10.9,1.9,0.047,130,reviewed,us,us
2020-07-13T23:43:18.805Z,58.6368,-153.4245,79.98,2.8,ml,,86,0.314,0.27,us,us7000an3f,2020-07-20T03:08:56.040Z,"70 km NNW of Aleneva, Alaska",earthquake,2.6,10.8,0.043,72,reviewed,us,us
2020-07-13T23:45:35.790Z,37.492,-118.8526667,0.06,1.99,md,22,167,0.09963,0.04,nc,nc73425896,2020-07-14T03:19:02.377Z,"17km WSW of Toms Place, CA",earthquake,0.37,31.61,0.108,20,reviewed,nc,nc
2020-07-13T23:46:05.790Z,36.447,-117.9961667,5.15,1.72,ml,25,71,0.0681,0.12,ci,ci39292159,2020-07-14T23:52:34.954Z,"17km SSE of Lone Pine, CA",earthquake,0.18,0.53,0.201,22,reviewed,ci,ci
2020-07-13T23:46:21.370Z,38.8358333,-122.7981667,2.22,0.28,md,14,65,0.006629,0.02,nc,nc73425901,2020-07-14T17:09:04.305Z,"7km WNW of Cobb, CA",earthquake,0.29,0.73,,1,reviewed,nc,nc
2020-07-13T23:46:48.870Z,36.1773333,-118.065,2.58,0.85,ml,10,95,0.1802,0.19,ci,ci37450509,2020-07-14T23:59:30.178Z,"13km SSW of Olancha, CA",earthquake,0.33,1.35,0.143,2,reviewed,ci,ci
2020-07-13T23:46:57.140Z,46.8495,-121.754333333333,1.65,0.7,ml,13,70,0.02018,0.08,uw,uw61648107,2020-07-14T02:12:00.570Z,"23 km ENE of Ashford, Washington",earthquake,0.27,0.44,0.197658342241767,9,reviewed,uw,uw
2020-07-13T23:48:37.830Z,35.8886667,-117.67,1.85,1,ml,10,110,0.06122,0.28,ci,ci39292151,2020-07-14T15:26:43.883Z,"22km ESE of Little Lake, CA",earthquake,0.63,0.91,0.205,11,reviewed,ci,ci
2020-07-13T23:50:25.920Z,37.51,-118.857,0.23,1.12,md,13,290,0.08291,0.07,nc,nc73425911,2020-07-14T02:24:02.998Z,"17km WSW of Toms Place, CA",earthquake,1.45,3.79,0.443,11,reviewed,nc,nc
2020-07-13T23:51:00.150Z,38.8139992,-122.8243332,1.99,0.56,md,11,69,0.00637,0.02,nc,nc73425906,2020-07-13T23:58:03.065Z,"7km NW of The Geysers, CA",earthquake,0.38,0.72,,1,automatic,nc,nc
2020-07-14T00:00:44.480Z,38.8144989,-122.824501,2.39,0.56,md,8,75,0.006706,0.02,nc,nc73425916,2020-07-14T00:31:05.252Z,"7km NW of The Geysers, CA",earthquake,0.4,0.87,,1,automatic,nc,nc
2020-07-14T00:01:18.430Z,36.238,-89.4485,7.08,1.32,md,12,68,0.02401,0.04,nm,nm60109663,2020-07-22T14:07:57.280Z,"4 km SE of Ridgely, Tennessee",earthquake,0.47,0.82,0.069,8,reviewed,nm,nm
2020-07-14T00:02:57.750Z,34.1323333,-117.4861667,5.09,0.94,ml,13,102,0.04547,0.1,ci,ci39292175,2020-07-15T00:41:47.857Z,"5km NW of Fontana, CA",earthquake,0.33,0.43,0.128,8,reviewed,ci,ci
2020-07-14T00:04:27.900Z,38.8358345,-122.7848358,2,0.83,md,14,70,0.005011,0.02,nc,nc73425921,2020-07-14T00:12:03.143Z,"6km WNW of Cobb, CA",earthquake,0.27,0.52,0.07,2,automatic,nc,nc
2020-07-14T00:04:32.689Z,36.48333333,-98.72833333,8.74,1.59,ml,29,67,0.01259752794,0.09,ok,ok2020nshg,2020-07-15T15:07:52.164Z,"17 km SE of Waynoka, Oklahoma",earthquake,,0.2,0.16,5,reviewed,ok,ok
2020-07-14T00:04:34.872Z,-6.5552,106.3621,106.19,4.6,mb,,87,1.564,0.92,us,us7000an3y,2020-07-24T04:10:32.301Z,"25 km SSE of Rangkasbitung, Indonesia",earthquake,8.6,3.4,0.078,50,reviewed,us,us
2020-07-14T00:07:41.830Z,33.2265,-116.7366667,11.35,0.67,ml,26,72,0.155,0.2,ci,ci39292183,2020-07-15T00:46:36.097Z,"3km SE of Lake Henshaw, CA",earthquake,0.3,1.12,0.153,12,reviewed,ci,ci
2020-07-14T00:09:02.890Z,33.6708333,-118.0598333,13.51,1.76,ml,46,99,0.03933,0.25,ci,ci39292191,2020-07-14T20:52:08.090Z,"6km WSW of Huntington Beach, CA",earthquake,0.43,0.53,0.142,71,reviewed,ci,ci
2020-07-14T00:10:11.293Z,38.165,-117.8498,6.5,0.4,ml,16,94.22,0.017,0.1233,nn,nn00759856,2020-07-15T05:56:54.991Z,"33 km SE of Mina, Nevada",earthquake,,0.8,0.22,4,reviewed,nn,nn
2020-07-14T00:17:45.510Z,39.4158333,-110.3035,-1.56,1.32,md,4,199,0.01866,0.01,uu,uu60401757,2020-07-14T18:39:18.440Z,"16 km SSE of Sunnyside, Utah",earthquake,1.75,1.39,0.49,4,reviewed,uu,uu
2020-07-14T00:22:48.170Z,38.8226667,-122.8068333,2.95,0.19,md,30,36,0.002634,0.02,nc,nc73425926,2020-07-14T17:59:03.640Z,"7km NW of The Geysers, CA",earthquake,0.17,0.4,0.076,3,reviewed,nc,nc
2020-07-14T00:28:35.840Z,17.9518,-66.9405,11,2.59,md,21,193,0.0656,0.22,pr,pr2020196004,2020-07-26T21:36:01.690Z,"4 km WSW of Guánica, Puerto Rico",earthquake,0.61,0.44,0.36,13,reviewed,pr,pr
2020-07-14T00:30:56.620Z,38.8074989,-122.82267,2.33,0.37,md,12,76,0.005265,0.02,nc,nc73425931,2020-07-14T00:48:02.358Z,"7km WNW of The Geysers, CA",earthquake,0.38,0.85,0.23,2,automatic,nc,nc
2020-07-14T00:32:57.000Z,33.7083333,-116.8001667,16.4,0.39,ml,16,145,0.07174,0.08,ci,ci39292207,2020-07-15T00:50:26.075Z,"8km WSW of Idyllwild, CA",earthquake,0.23,0.3,0.1,7,reviewed,ci,ci
2020-07-14T00:52:39.900Z,17.95,-66.9561,7,2.19,md,13,209,0.0809,0.15,pr,pr2020196005,2020-07-26T21:56:09.388Z,"5 km WSW of Guánica, Puerto Rico",earthquake,0.52,0.26,0.05,5,reviewed,pr,pr
2020-07-14T00:56:21.026Z,64.5336,-17.7173,10,4.4,mb,,112,1.569,1,us,us7000an4j,2020-07-24T04:05:35.040Z,"Iceland",earthquake,8.4,1.9,0.062,74,reviewed,us,us
2020-07-14T00:56:51.930Z,38.155,-117.8548,10.2,1.1,ml,10,129.69,0.048,0.09,nn,nn00759858,2020-07-14T01:18:53.985Z,"34 km SE of Mina, Nevada",earthquake,,1.4,,,automatic,nn,nn
2020-07-14T01:08:24.173Z,-5.7399,154.6929,139.68,4.5,mb,,120,2.952,0.8,us,us7000asgq,2020-07-22T03:48:36.040Z,"Bougainville region, Papua New Guinea",earthquake,11.9,7.7,0.145,14,reviewed,us,us
2020-07-14T01:09:18.020Z,36.1781667,-118.064,2.9,0.8,ml,13,85,0.1797,0.17,ci,ci39292231,2020-07-15T00:02:48.888Z,"13km SSW of Olancha, CA",earthquake,0.29,1,0.197,5,reviewed,ci,ci
2020-07-14T01:11:53.306Z,-20.9476,-68.743,122.32,4,mb,,105,0.889,0.49,us,us7000an4q,2020-07-22T04:14:52.040Z,"167 km ESE of Iquique, Chile",earthquake,6.4,3.9,0.232,5,reviewed,us,us
2020-07-14T01:23:45.020Z,33.4858333,-116.4768333,13.4,0.53,ml,28,65,0.0846,0.12,ci,ci39292255,2020-07-15T00:55:56.750Z,"20km ESE of Anza, CA",earthquake,0.22,0.46,0.113,12,reviewed,ci,ci
2020-07-14T01:23:52.700Z,33.4861667,-116.4741667,13.04,0.5,ml,24,65,0.08553,0.14,ci,ci37289884,2020-07-15T17:14:55.898Z,"20km ESE of Anza, CA",earthquake,0.24,0.66,0.084,8,reviewed,ci,ci
2020-07-14T01:25:13.114Z,18.6704,145.656,198.47,4.6,mb,,41,3.412,0.8,us,us7000an4s,2020-07-22T04:21:31.040Z,"Pagan region, Northern Mariana Islands",earthquake,9.6,6,0.087,39,reviewed,us,us
2020-07-14T01:27:20.570Z,35.3491667,-117.8508333,6.22,1.44,ml,21,73,0.08167,0.3,ci,ci39292263,2020-07-14T15:25:40.316Z,"20km W of Johannesburg, CA",earthquake,0.6,1.76,0.173,28,reviewed,ci,ci
2020-07-14T01:28:55.760Z,17.9698,-66.8216,14,2.48,md,17,200,0.0578,0.22,pr,pr2020196006,2020-07-26T21:37:28.242Z,"2 km S of Indios, Puerto Rico",earthquake,0.79,0.59,0.21,7,reviewed,pr,pr
2020-07-14T01:36:17.950Z,39.2325,-123.2116667,5.97,1.42,md,12,101,0.07301,0.04,nc,nc73425936,2020-07-14T06:57:04.831Z,"4km S of Redwood Valley, CA",earthquake,0.19,0.69,0.137,13,reviewed,nc,nc
2020-07-14T01:36:37.890Z,36.46316667,-98.75783333,8.39,1.4,ml,26,84,0.01979611533,0.09,ok,ok2020nskh,2020-07-15T15:00:07.613Z,"17 km SE of Waynoka, Oklahoma",earthquake,,0.2,0.28,6,reviewed,ok,ok
2020-07-14T01:42:04.928Z,-62.1404,165.3259,10,5.2,mww,,66,15.496,0.74,us,us7000an4u,2020-07-22T23:12:26.040Z,"Balleny Islands region",earthquake,13.4,1.8,0.098,10,reviewed,us,us
2020-07-14T01:42:12.950Z,38.7511673,-122.7109985,1.29,0.95,md,8,106,0.01503,0.02,nc,nc73425941,2020-07-14T02:01:04.831Z,"3km SSW of Anderson Springs, CA",earthquake,0.39,0.54,0.22,5,automatic,nc,nc
2020-07-14T01:55:50.233Z,-36.6193,177.0895,168.2,4.3,mb,,161,1.353,0.87,us,us7000asgr,2020-07-22T23:10:23.040Z,"119 km ENE of Tairua, New Zealand",earthquake,12.6,10.8,0.188,8,reviewed,us,us
2020-07-14T02:29:48.110Z,33.6501667,-116.7148333,14.54,0.7,ml,23,74,0.03899,0.09,ci,ci39292295,2020-07-15T17:23:40.219Z,"10km S of Idyllwild, CA",earthquake,0.25,0.29,0.159,16,reviewed,ci,ci
2020-07-14T02:30:29.110Z,39.414,-110.3131667,-1.05,1.26,md,5,196,0.01368,0.02,uu,uu60401762,2020-07-14T18:40:22.520Z,"16 km SSE of Sunnyside, Utah",earthquake,1.39,0.66,0.347,5,reviewed,uu,uu
2020-07-14T02:31:03.877Z,34.3928,25.7261,10,4.3,mb,,93,1.127,0.71,us,us7000asgs,2020-07-22T23:26:09.040Z,"68 km S of Néa Anatolí, Greece",earthquake,4.4,1.9,0.148,13,reviewed,us,us
2020-07-14T02:31:54.630Z,17.9723,-66.8285,13,2.28,md,20,180,0.0508,0.19,pr,pr2020196007,2020-07-26T21:39:03.900Z,"2 km SSW of Indios, Puerto Rico",earthquake,0.62,0.35,0.06,6,reviewed,pr,pr
2020-07-14T02:32:50.700Z,19.228,-155.394166666667,31.26,1.75,md,53,151,,0.11,hv,hv72043122,2020-07-21T03:25:52.960Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.6,0.74,0.131658612224273,22,reviewed,hv,hv
2020-07-14T02:55:28.160Z,19.2103333333333,-155.401666666667,30.36,1.81,md,56,154,,0.12,hv,hv72043152,2020-07-21T03:18:33.190Z,"8 km E of Pāhala, Hawaii",earthquake,0.54,0.7,0.195253686825432,25,reviewed,hv,hv
2020-07-14T02:56:34.090Z,38.8208333,-122.7638333,2.57,0.41,md,16,115,0.01073,0.02,nc,nc73425951,2020-07-14T15:39:05.763Z,"4km W of Cobb, CA",earthquake,0.31,0.45,0.132,2,reviewed,nc,nc
2020-07-14T02:59:15.580Z,-2.0524,123.0804,10,4.6,mb,,87,3.893,0.74,us,us7000ash0,2020-07-23T00:41:39.040Z,"126 km SSE of Luwuk, Indonesia",earthquake,7.1,1.9,0.133,17,reviewed,us,us
2020-07-14T03:05:28.010Z,38.1537,-117.8442,9.7,1.2,ml,14,103.71,0.022,0.03,nn,nn00759866,2020-07-14T03:09:22.858Z,"Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-07-14T03:08:05.110Z,38.1632,-117.924,5.8,1.3,ml,15,121.5,0.034,0.18,nn,nn00759867,2020-07-14T03:14:42.325Z,"29 km SSE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-07-14T03:13:10.050Z,38.1902,-117.8983,4.9,0.9,ml,11,115.63,0.025,0.08,nn,nn00759869,2020-07-14T03:16:22.123Z,"28 km SE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-07-14T03:14:09.020Z,38.1868,-117.8908,2,0.9,ml,12,99.44,0.012,0.1,nn,nn00759870,2020-07-14T03:29:02.040Z,"29 km SE of Mina, Nevada",earthquake,,11.4,,,automatic,nn,nn
2020-07-14T03:19:59.710Z,36.275,-89.5033333,9.35,1.14,md,10,84,0.01995,0.06,nm,nm60109658,2020-07-15T16:01:35.620Z,"1 km NW of Ridgely, Tennessee",earthquake,0.69,0.72,0.074,9,reviewed,nm,nm
2020-07-14T03:21:17.240Z,35.9275,-117.712,3.43,0.88,ml,21,56,0.05399,0.07,ci,ci39292335,2020-07-15T17:44:50.533Z,"18km E of Little Lake, CA",earthquake,0.11,0.39,0.132,10,reviewed,ci,ci
2020-07-14T03:21:30.150Z,36.5228333,-117.8425,13.61,0.34,ml,7,162,0.04209,0.08,ci,ci37290044,2020-07-15T17:50:01.387Z,"22km ESE of Lone Pine, CA",earthquake,0.42,0.61,0.155,3,reviewed,ci,ci
2020-07-14T03:25:41.950Z,36.2763333,-89.5,9.48,1.26,md,13,66,0.02215,0.07,nm,nm60109653,2020-07-15T13:51:54.900Z,"1 km NW of Ridgely, Tennessee",earthquake,0.25,0.51,0.006,5,reviewed,nm,nm
2020-07-14T03:28:07.180Z,38.1618,-117.9052,6.6,1.2,ml,10,131.24,0.024,0.09,nn,nn00759872,2020-07-14T03:43:22.495Z,"31 km SE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-07-14T03:30:51.930Z,19.346,-155.113666666667,5.92,2.15,ml,50,135,,0.13,hv,hv72043177,2020-07-21T00:20:11.470Z,"13 km S of Fern Forest, Hawaii",earthquake,0.36,0.54,0.149969997148252,22,reviewed,hv,hv
2020-07-14T03:31:01.660Z,36.2761667,-89.4988333,10.38,1.16,md,9,83,0.0224,0.16,nm,nm60109648,2020-07-15T13:42:21.470Z,"1 km NW of Ridgely, Tennessee",earthquake,0.55,1.15,0.03,7,reviewed,nm,nm
2020-07-14T03:36:39.261Z,39.1515,140.7647,44.45,4.3,mb,,149,1.652,0.85,us,us7000asgt,2020-07-23T04:35:46.040Z,"22 km E of Yuzawa, Japan",earthquake,6,9.3,0.154,12,reviewed,us,us
2020-07-14T03:41:16.110Z,38.1623,-117.816,6.7,1,ml,10,106.24,0.058,0.05,nn,nn00759874,2020-07-14T03:57:42.056Z,"Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-07-14T03:41:56.000Z,38.1475,-117.9133,6.8,1.4,ml,11,93.4,0.029,0.1,nn,nn00759875,2020-07-14T03:57:49.284Z,"31 km SSE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-07-14T03:48:45.630Z,36.277,-89.502,9.37,0.79,md,12,83,0.02218,0.06,nm,nm60109638,2020-07-15T13:32:26.570Z,"1 km NW of Ridgely, Tennessee",earthquake,0.6,0.61,0.049,7,reviewed,nm,nm
2020-07-14T03:49:00.600Z,36.2781667,-89.5,9.02,1.65,md,23,49,0.02384,0.06,nm,nm60109643,2020-07-14T17:53:27.040Z,"1 km NNW of Ridgely, Tennessee",earthquake,0.66,0.6,0.118,17,reviewed,nm,nm
2020-07-14T03:52:30.920Z,38.8161659,-122.7981644,2.44,0.74,md,20,67,0.008486,0.02,nc,nc73425961,2020-07-14T04:21:05.791Z,"6km NW of The Geysers, CA",earthquake,0.27,0.45,0.13,4,automatic,nc,nc
2020-07-14T03:56:47.890Z,38.1608,-117.9587,9.9,1.3,ml,16,91.06,0.022,0.08,nn,nn00759877,2020-07-14T04:13:22.617Z,"28 km SSE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-07-14T04:03:14.900Z,36.2763333,-89.5006667,9.36,1.3,md,19,53,0.02194,0.06,nm,nm60109633,2020-07-14T17:44:48.120Z,"1 km NW of Ridgely, Tennessee",earthquake,0.76,0.74,0.055,12,reviewed,nm,nm
